departure_spot_id,sight_seeing_spot_id,departure_spot_name,sight_seeing_spot_name,distance,time,fee
0,495,東京駅,大本山法華経寺,20888,35,600.0
0,496,東京駅,いちごの里,98144,93,2780.0
0,497,東京駅,阿字ヶ浦温泉のぞみ,127716,104,4080.0
0,498,東京駅,錦ケ丘ヒルサイドモール,367595,267,8500.0
0,499,東京駅,修禅寺,147516,127,4100.0
0,500,東京駅,上杉神社,326125,245,7170.0
0,501,東京駅,八木山ベニーランド,354075,275,8710.0
0,502,東京駅,道の駅　おがわまち,83700,80,2980.0
0,503,東京駅,寒風山回転展望台,646701,469,9820.0
0,504,東京駅,道の駅　日義木曽駒高原,248893,195,5750.0
0,505,東京駅,諏訪湖間欠泉センター,196517,155,5070.0
0,506,東京駅,Ｓｐａ　Ｒｅｓｏｒｔ　菜々の湯,31233,41,960.0
0,507,東京駅,蔵王温泉大露天風呂,373081,285,8310.0
0,508,東京駅,道の駅　おおさと,369757,277,9270.0
0,509,東京駅,スカイスパＹＯＫＯＨＡＭＡ,32689,43,1140.0
